Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
13S0394,429941,425135,2,2014-03-28,10:25:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,60
13P0825,431934,430637,3,2014-03-29,14:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,25
13T0920,439386,432651,2,2014-03-29,13:15:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Fatal,Male,67
13T1182,430302,439597,1,2014-03-29,16:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,37
13T1224,430546,435153,2,2014-03-29,16:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,22
13T1224,430546,435153,2,2014-03-29,16:30:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,49
13T1499,437502,432911,2,2014-03-29,18:50:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver,Slight,Female,20
13T1499,437502,432911,2,2014-03-29,18:50:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Passenger,Slight,Male,50
1411033,431322,431388,1,2014-03-29,23:40:00,Unclassified,Wet/Damp,Darkness: Street lighting unknown,Unknown,Car,Pedestrian,Serious,Male,36
13T1076,430599,431160,2,2014-03-29,15:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,29
13U1112,426182,435462,2,2014-03-30,16:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Male,77
13V1547,438952,431558,2,2014-03-31,19:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,21
13V1980,430851,424428,1,2014-03-31,23:00:00,Motorway,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,19
13V0944,431194,431860,2,2014-03-31,14:55:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,20
1410222,421996,443915,2,2014-04-01,07:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,68
1410246,430512,437057,1,2014-04-01,08:27:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,15
1410949,432957,427611,1,2014-04-01,15:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,10
1411139,435468,433844,1,2014-04-01,17:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,12
1420804,432379,435788,2,2014-04-01,00:30:00,A,Dry,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Driver,Slight,Male,24
1421333,430576,433446,1,2014-04-02,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Male,2
1430315,431253,433819,2,2014-04-02,11:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,52
1420372,425293,434316,2,2014-04-02,09:26:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,34
1430210,420031,434154,1,2014-04-03,07:50:00,A,Wet/Damp,Daylight: Street lights present,Unknown,Taxi/Private hire car,Pedestrian,Slight,Male,11
1430549,432507,427345,2,2014-04-03,07:40:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,28
1430662,429726,435808,1,2014-04-03,12:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Pedestrian,Slight,Female,48
1431717,436022,434826,1,2014-04-03,21:10:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,29
1490632,436431,435581,2,2014-04-03,12:35:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Female,72
1440266,430716,435480,3,2014-04-04,08:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,22
1440266,430716,435480,3,2014-04-04,08:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,21
1440516,432106,433592,1,2014-04-04,11:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,15
1440934,430419,438625,1,2014-04-04,15:13:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Female,83
1441064,428587,431555,2,2014-04-04,23:00:00,A,Wet/Damp,Darkness: Street lighting unknown,Unknown,Car,Driver,Slight,Female,28
1470521,430775,433453,2,2014-04-05,09:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,22
1451528,442355,439994,1,2014-04-05,19:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,29
14T0368,433060,434084,1,2014-04-05,16:00:00,B,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,56
1450966,423266,437522,2,2014-04-05,13:30:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Passenger,Slight,Female,24
1450279,429887,434264,1,2014-04-05,03:15:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Pedestrian,Slight,Male,19
1450966,423266,437522,2,2014-04-05,13:30:00,A,Wet/Damp,Daylight: Street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Driver,Slight,Male,47
14K0632,430232,433425,1,2014-04-06,00:15:00,Unclassified,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Pedestrian,Slight,Female,28
1461278,430413,433714,3,2014-04-06,16:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,32
1461278,430413,433714,3,2014-04-06,16:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Driver,Slight,Male,31
1461278,430413,433714,3,2014-04-06,16:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,21
1480500,431511,435137,3,2014-04-08,10:59:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,34
1480500,431511,435137,3,2014-04-08,10:59:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,36
1480500,431511,435137,3,2014-04-08,10:59:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,38
1480678,430473,433750,2,2014-04-08,12:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,63
1480751,440829,445739,1,2014-04-08,13:36:00,A,Dry,Daylight: Street lights present,Fine with high winds,Motorcycle over 50cc and up to 125cc,Driver,Serious,Male,20
1481171,431621,436143,3,2014-04-08,17:20:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,41
1481333,424718,434440,2,2014-04-08,18:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,24
1481333,424718,434440,2,2014-04-08,18:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,44
1481333,424718,434440,2,2014-04-08,18:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,38
1480500,431511,435137,3,2014-04-08,10:59:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,23
1480678,430473,433750,2,2014-04-08,12:50:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,60
1491282,432946,427605,1,2014-04-09,18:08:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,32
14H1474,438509,427246,2,2014-04-09,07:50:00,Unclassified,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,41
1490713,426305,436913,2,2014-04-09,13:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,21
1490713,426305,436913,2,2014-04-09,13:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,22
1490713,426305,436913,2,2014-04-09,13:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Serious,Female,21
1490713,426305,436913,2,2014-04-09,13:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,17
1490215,426486,428243,1,2014-04-09,07:46:00,B,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,23
1490562,430900,428654,1,2014-04-09,12:12:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,88
14A0278,432055,435968,2,2014-04-10,08:36:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Serious,Male,53
14A0409,427337,434674,3,2014-04-10,09:58:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Female,49
14A1015,427704,430903,2,2014-04-10,15:41:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,51
14A1433,432930,436036,1,2014-04-10,18:40:00,A,Dry,Darkness: No street lighting,Fine without high winds,Car,Pedestrian,Slight,Male,7
14A1747,423888,437403,1,2014-04-10,21:00:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,12
14B1498,430600,436868,3,2014-04-11,18:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,45
14B1498,430600,436868,3,2014-04-11,18:40:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,45
14B1129,432209,435912,2,2014-04-11,15:57:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Serious,Male,30
14B0680,427709,426389,2,2014-04-11,12:10:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,45
14B0680,427709,426389,2,2014-04-11,12:10:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,23
14B0548,428706,433085,3,2014-04-11,11:00:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Driver,Slight,Male,50
14B0477,428446,429056,2,2014-04-11,09:50:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,41
14B0276,425577,443075,2,2014-04-11,07:40:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,47
14C0342,436891,433665,2,2014-04-12,08:49:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,52
14C0578,427023,444701,2,2014-04-12,10:25:00,A,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,38
14C1823,422452,434232,2,2014-04-12,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,12
14C1823,422452,434232,2,2014-04-12,16:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,40
14D1487,431253,438286,3,2014-04-13,19:44:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 50cc and up to 125cc,Driver,Slight,Male,19
14D1290,438052,448191,1,2014-04-13,18:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,24
14D1032,433896,436549,2,2014-04-13,15:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,18
14D1032,433896,436549,2,2014-04-13,15:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Driver,Slight,Male,56
14D1032,433896,436549,2,2014-04-13,15:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Taxi/Private hire car,Passenger,Slight,Male,34
14D0806,430212,432064,1,2014-04-13,13:40:00,A,Dry,Daylight: Street lights present,Fine with high winds,Car,Driver,Slight,Female,37
14D0806,430212,432064,1,2014-04-13,13:40:00,A,Dry,Daylight: Street lights present,Fine with high winds,Car,Passenger,Slight,Female,10
14D0806,430212,432064,1,2014-04-13,13:40:00,A,Dry,Daylight: Street lights present,Fine with high winds,Car,Passenger,Slight,Female,1
14D1032,433896,436549,2,2014-04-13,15:45:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,17
14E0983,435770,436505,1,2014-04-14,15:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,5
14F1255,433073,432332,1,2014-04-15,17:59:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,54
14F1358,422310,433978,1,2014-04-15,18:47:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,31
14F1146,429071,433045,2,2014-04-15,17:05:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,48
14F0575,428775,429727,1,2014-04-15,12:32:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,78
14F0490,435094,435657,1,2014-04-15,11:10:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,9
14F0421,422426,434598,2,2014-04-15,09:15:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,43
14F1207,431874,435948,2,2014-04-15,17:30:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Female,61
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,74
14G1555,436474,436176,1,2014-04-16,19:07:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Motorcycle over 500cc,Driver,Slight,Male,49
14G1328,424100,431966,2,2014-04-16,17:32:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,50
14G1235,424517,427739,3,2014-04-16,16:45:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,22
14G1100,430337,432814,1,2014-04-16,14:48:00,A,Dry,Daylight: Street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Slight,Male,3
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,4
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Male,78
14G1235,424517,427739,3,2014-04-16,16:45:00,Motorway,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,45
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,44
14G0554,427924,436151,1,2014-04-16,11:10:00,A,Dry,Daylight: Street lights present,Fine without high winds,Other Vehicle ,Pedestrian,Serious,Female,34
14G0648,438109,430867,1,2014-04-16,12:00:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Serious,Female,76
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,39
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,7
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,11
14G0526,430191,431784,2,2014-04-16,10:59:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver,Slight,Male,6
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,10
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Female,11
14G1027,420343,439783,3,2014-04-16,15:05:00,A,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,7
14I1371,422422,440320,2,2014-04-17,19:46:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver,Slight,Female,41
14H1228,427482,432594,2,2014-04-17,17:59:00,Unclassified,Dry,Daylight: Street lights present,Fine without high winds,Car,Passenger,Slight,Male,25
14I0431,430508,433455,1,2014-04-17,23:15:00,Unclassified,Dry,Darkness: Street lights present and lit,Fine without high winds,Bus or coach (17 or more passenger seats),Passenger,Serious,Male,33
14H0379,432236,426267,2,2014-04-17,09:45:00,Motorway,Dry,Daylight: Street lights present,Unknown,Car,Passenger,Slight,Female,36
